Time,Latitude (y),Longitude (x),NO2(t-1),NO2(t-2),NO2(t-3),NO2(t-4),NO2(t-5),NO2(t-6),NO2(t-7),NO2(t-8),NO2(t-9),NO2(t-10),NO2(t-11),NO2(t-12),NO2(t-13),NO2(t-14),NO2(t-15),NO2(t-16),NO2(t-17),NO2(t-18),NO2(t-22),NO2(t-27),NO2(t-28),NO2(t-29),Target_NO2(t)
2022-06-05,-7.023175017792986,112.7650311364311,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,2.76435324e-05,2.50519848e-05,2.24604372e-05,1.98688896e-05,1.7277342e-05,3.6615638e-06,2.2015849e-05,2.38881962e-05,2.5760543400000003e-05,2.76328906e-05,0.00018999299,0.0001497207036363,0.0001416662463636,0.0001336117890909,3.617644e-06
2022-06-06,-7.023175017792986,112.7650311364311,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,2.76435324e-05,2.50519848e-05,2.24604372e-05,1.98688896e-05,1.7277342e-05,3.6615638e-06,2.2015849e-05,2.38881962e-05,2.5760543400000003e-05,3.239398e-05,0.000157775160909,0.0001497207036363,0.0001416662463636,8.298234000000001e-06
2022-06-07,-7.023175017792986,112.7650311364311,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,2.76435324e-05,2.50519848e-05,2.24604372e-05,1.98688896e-05,1.7277342e-05,3.6615638e-06,2.2015849e-05,2.38881962e-05,3.1377585e-05,0.0001658296181818,0.000157775160909,0.0001497207036363,1.2978824e-05
2022-06-08,-7.023175017792986,112.7650311364311,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,2.76435324e-05,2.50519848e-05,2.24604372e-05,1.98688896e-05,1.7277342e-05,3.6615638e-06,2.2015849e-05,2.95052378e-05,0.0001738840754545,0.0001658296181818,0.000157775160909,1.41735862e-05
2022-06-09,-7.023175017792986,112.7650311364311,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,2.76435324e-05,2.50519848e-05,2.24604372e-05,1.98688896e-05,1.7277342e-05,3.6615638e-06,2.76328906e-05,0.0001819385327272,0.0001738840754545,0.0001658296181818,1.53683484e-05
2022-06-10,-7.023175017792986,112.7650311364311,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,2.76435324e-05,2.50519848e-05,2.24604372e-05,1.98688896e-05,1.7277342e-05,2.5760543400000003e-05,0.00018999299,0.0001819385327272,0.0001738840754545,1.65631106e-05
2022-06-11,-7.023175017792986,112.7650311364311,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,2.76435324e-05,2.50519848e-05,2.24604372e-05,1.98688896e-05,2.38881962e-05,3.239398e-05,0.00018999299,0.0001819385327272,1.77578728e-05
2022-06-12,-7.023175017792986,112.7650311364311,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,2.76435324e-05,2.50519848e-05,2.24604372e-05,2.2015849e-05,3.1377585e-05,3.239398e-05,0.00018999299,1.8952635e-05
2022-06-13,-7.023175017792986,112.7650311364311,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,2.76435324e-05,2.50519848e-05,3.6615638e-06,2.95052378e-05,3.1377585e-05,3.239398e-05,2.01473972e-05
2022-06-14,-7.023175017792986,112.7650311364311,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,2.76435324e-05,1.7277342e-05,2.76328906e-05,2.95052378e-05,3.1377585e-05,2.13421594e-05
2022-06-15,-7.023175017792986,112.7650311364311,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,1.98688896e-05,2.5760543400000003e-05,2.76328906e-05,2.95052378e-05,2.25369216e-05
2022-06-16,-7.023175017792986,112.7650311364311,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,1.7808245e-05,2.24604372e-05,2.38881962e-05,2.5760543400000003e-05,2.76328906e-05,2.37316838e-05
2022-06-17,-7.023175017792986,112.7650311364311,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.6778935e-05,2.50519848e-05,2.2015849e-05,2.38881962e-05,2.5760543400000003e-05,2.4926446e-05
2022-06-18,-7.023175017792986,112.7650311364311,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,2.76435324e-05,3.6615638e-06,2.2015849e-05,2.38881962e-05,2.61212082e-05
2022-06-19,-7.023175017792986,112.7650311364311,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,3.023508e-05,1.7277342e-05,3.6615638e-06,2.2015849e-05,2.73159704e-05
2022-06-20,-7.023175017792986,112.7650311364311,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.9875331e-05,1.7808245e-05,1.98688896e-05,1.7277342e-05,3.6615638e-06,2.85107326e-05
2022-06-21,-7.023175017792986,112.7650311364311,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.023726e-05,2.6778935e-05,2.24604372e-05,1.98688896e-05,1.7277342e-05,2.97054948e-05
2022-06-22,-7.023175017792986,112.7650311364311,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,2.0853415e-05,2.50519848e-05,2.24604372e-05,1.98688896e-05,3.0900257e-05
2022-06-23,-7.023175017792986,112.7650311364311,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,2.5364373e-05,2.76435324e-05,2.50519848e-05,2.24604372e-05,2.4878786e-05
2022-06-24,-7.023175017792986,112.7650311364311,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,2.9875331e-05,3.023508e-05,2.76435324e-05,2.50519848e-05,2.2967437e-05
2022-06-25,-7.023175017792986,112.7650311364311,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,4.023726e-05,1.7808245e-05,3.023508e-05,2.76435324e-05,1.9680491e-05
2022-06-26,-7.023175017792986,112.7650311364311,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,2.1927452e-05,2.6778935e-05,1.7808245e-05,3.023508e-05,1.6393545e-05
2022-06-27,-7.023175017792986,112.7650311364311,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,3.617644e-06,2.0853415e-05,2.6778935e-05,1.7808245e-05,1.3106599e-05
2022-06-28,-7.023175017792986,112.7650311364311,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,8.298234000000001e-06,2.5364373e-05,2.0853415e-05,2.6778935e-05,3.353536e-05
2022-06-29,-7.023175017792986,112.7650311364311,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,1.2978824e-05,2.9875331e-05,2.5364373e-05,2.0853415e-05,5.86211e-05
2022-06-30,-7.023175017792986,112.7650311364311,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,1.41735862e-05,4.023726e-05,2.9875331e-05,2.5364373e-05,4.78338e-05
2022-07-01,-7.023175017792986,112.7650311364311,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.53683484e-05,2.1927452e-05,4.023726e-05,2.9875331e-05,4.58373455e-05
2022-07-02,-7.023175017792986,112.7650311364311,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,1.65631106e-05,3.617644e-06,2.1927452e-05,4.023726e-05,4.3840891e-05
2022-07-03,-7.023175017792986,112.7650311364311,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,1.77578728e-05,8.298234000000001e-06,3.617644e-06,2.1927452e-05,4.1844436500000005e-05
2022-07-04,-7.023175017792986,112.7650311364311,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,1.8952635e-05,1.2978824e-05,8.298234000000001e-06,3.617644e-06,3.9847982000000006e-05
2022-07-05,-7.023175017792986,112.7650311364311,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,2.01473972e-05,1.41735862e-05,1.2978824e-05,8.298234000000001e-06,3.785152750000001e-05
2022-07-06,-7.023175017792986,112.7650311364311,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,2.13421594e-05,1.53683484e-05,1.41735862e-05,1.2978824e-05,3.5855073e-05
2022-07-07,-7.023175017792986,112.7650311364311,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,2.25369216e-05,1.65631106e-05,1.53683484e-05,1.41735862e-05,3.38586185e-05
2022-07-08,-7.023175017792986,112.7650311364311,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.37316838e-05,1.77578728e-05,1.65631106e-05,1.53683484e-05,3.1862164e-05
2022-07-09,-7.023175017792986,112.7650311364311,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,2.4926446e-05,1.8952635e-05,1.77578728e-05,1.65631106e-05,1.5059092e-05
2022-07-10,-7.023175017792986,112.7650311364311,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.61212082e-05,2.01473972e-05,1.8952635e-05,1.77578728e-05,4.766642e-06
2022-07-11,-7.023175017792986,112.7650311364311,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,2.73159704e-05,2.13421594e-05,2.01473972e-05,1.8952635e-05,8.503125749999999e-06
2022-07-12,-7.023175017792986,112.7650311364311,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,2.85107326e-05,2.25369216e-05,2.13421594e-05,2.01473972e-05,1.22396095e-05
2022-07-13,-7.023175017792986,112.7650311364311,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,2.97054948e-05,2.37316838e-05,2.25369216e-05,2.13421594e-05,1.5976093249999998e-05
2022-07-14,-7.023175017792986,112.7650311364311,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,3.0900257e-05,2.4926446e-05,2.37316838e-05,2.25369216e-05,1.9712577e-05
2022-07-15,-7.023175017792986,112.7650311364311,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,1.3106599e-05,2.4878786e-05,2.61212082e-05,2.4926446e-05,2.37316838e-05,1.85825e-05
2022-07-16,-7.023175017792986,112.7650311364311,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,3.353536e-05,2.2967437e-05,2.73159704e-05,2.61212082e-05,2.4926446e-05,1.7452423e-05
2022-07-17,-7.023175017792986,112.7650311364311,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,5.86211e-05,1.9680491e-05,2.85107326e-05,2.73159704e-05,2.61212082e-05,1.5111146e-05
2022-07-18,-7.023175017792986,112.7650311364311,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,1.6393545e-05,2.97054948e-05,2.85107326e-05,2.73159704e-05,1.2769869e-05
2022-07-19,-7.023175017792986,112.7650311364311,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,1.3106599e-05,3.0900257e-05,2.97054948e-05,2.85107326e-05,2.7082357e-05
2022-07-20,-7.023175017792986,112.7650311364311,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,3.353536e-05,2.4878786e-05,3.0900257e-05,2.97054948e-05,-2.6426962e-06
2022-07-21,-7.023175017792986,112.7650311364311,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,5.86211e-05,2.2967437e-05,2.4878786e-05,3.0900257e-05,2.4441193e-05
2022-07-22,-7.023175017792986,112.7650311364311,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,4.78338e-05,1.9680491e-05,2.2967437e-05,2.4878786e-05,2.94303515e-05
2022-07-23,-7.023175017792986,112.7650311364311,2.94303515e-05,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,3.785152750000001e-05,4.58373455e-05,1.6393545e-05,1.9680491e-05,2.2967437e-05,3.441951e-05
2022-07-24,-7.023175017792986,112.7650311364311,3.441951e-05,2.94303515e-05,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,3.5855073e-05,4.3840891e-05,1.3106599e-05,1.6393545e-05,1.9680491e-05,1.7433233e-05
2022-07-25,-7.023175017792986,112.7650311364311,1.7433233e-05,3.441951e-05,2.94303515e-05,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.38586185e-05,4.1844436500000005e-05,3.353536e-05,1.3106599e-05,1.6393545e-05,3.2884855e-05
2022-07-26,-7.023175017792986,112.7650311364311,3.2884855e-05,1.7433233e-05,3.441951e-05,2.94303515e-05,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.1862164e-05,3.9847982000000006e-05,5.86211e-05,3.353536e-05,1.3106599e-05,1.4347617e-05
2022-07-27,-7.023175017792986,112.7650311364311,1.4347617e-05,3.2884855e-05,1.7433233e-05,3.441951e-05,2.94303515e-05,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,1.5059092e-05,3.785152750000001e-05,4.78338e-05,5.86211e-05,3.353536e-05,9.774096e-06
2022-07-28,-7.023175017792986,112.7650311364311,9.774096e-06,1.4347617e-05,3.2884855e-05,1.7433233e-05,3.441951e-05,2.94303515e-05,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,4.766642e-06,3.5855073e-05,4.58373455e-05,4.78338e-05,5.86211e-05,1.5312301e-05
2022-07-29,-7.023175017792986,112.7650311364311,1.5312301e-05,9.774096e-06,1.4347617e-05,3.2884855e-05,1.7433233e-05,3.441951e-05,2.94303515e-05,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,8.503125749999999e-06,3.38586185e-05,4.3840891e-05,4.58373455e-05,4.78338e-05,2.0850506e-05
2022-07-30,-7.023175017792986,112.7650311364311,2.0850506e-05,1.5312301e-05,9.774096e-06,1.4347617e-05,3.2884855e-05,1.7433233e-05,3.441951e-05,2.94303515e-05,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.22396095e-05,3.1862164e-05,4.1844436500000005e-05,4.3840891e-05,4.58373455e-05,2.31344898e-05
2022-07-31,-7.023175017792986,112.7650311364311,2.31344898e-05,2.0850506e-05,1.5312301e-05,9.774096e-06,1.4347617e-05,3.2884855e-05,1.7433233e-05,3.441951e-05,2.94303515e-05,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,1.5976093249999998e-05,1.5059092e-05,3.9847982000000006e-05,4.1844436500000005e-05,4.3840891e-05,2.54184736e-05
2022-08-01,-7.023175017792986,112.7650311364311,2.54184736e-05,2.31344898e-05,2.0850506e-05,1.5312301e-05,9.774096e-06,1.4347617e-05,3.2884855e-05,1.7433233e-05,3.441951e-05,2.94303515e-05,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,1.9712577e-05,4.766642e-06,3.785152750000001e-05,3.9847982000000006e-05,4.1844436500000005e-05,2.77024574e-05
2022-08-02,-7.023175017792986,112.7650311364311,2.77024574e-05,2.54184736e-05,2.31344898e-05,2.0850506e-05,1.5312301e-05,9.774096e-06,1.4347617e-05,3.2884855e-05,1.7433233e-05,3.441951e-05,2.94303515e-05,2.4441193e-05,-2.6426962e-06,2.7082357e-05,1.2769869e-05,1.5111146e-05,1.7452423e-05,1.85825e-05,8.503125749999999e-06,3.5855073e-05,3.785152750000001e-05,3.9847982000000006e-05,2.99864412e-05
