Time,Latitude (y),Longitude (x),NO2(t-1),NO2(t-2),NO2(t-3),NO2(t-4),NO2(t-5),NO2(t-6),NO2(t-7),NO2(t-8),NO2(t-9),NO2(t-10),NO2(t-11),NO2(t-12),NO2(t-13),NO2(t-14),NO2(t-15),NO2(t-16),NO2(t-17),NO2(t-18),NO2(t-22),NO2(t-27),NO2(t-28),NO2(t-29),Target_NO2(t)
2023-11-25,-7.023175017792986,112.7650311364311,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,8.6530046e-05,6.471642e-05,5.6526185e-05,4.833595e-05,4.0145715e-05,3.5771078e-05,3.5523422e-05,5.7780406e-05,5.1260875e-05,3.2710668e-05,3.759485025e-05,4.9852601e-05,4.7609232e-05,6.62588e-05,2.6844755e-05
2023-11-26,-7.023175017792986,112.7650311364311,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,8.6530046e-05,6.471642e-05,5.6526185e-05,4.833595e-05,4.0145715e-05,3.5771078e-05,3.5523422e-05,5.7780406e-05,5.1260875e-05,3.14246955e-05,5.209597e-05,4.9852601e-05,4.7609232e-05,2.8200004e-05
2023-11-27,-7.023175017792986,112.7650311364311,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,8.6530046e-05,6.471642e-05,5.6526185e-05,4.833595e-05,4.0145715e-05,3.5771078e-05,3.5523422e-05,5.7780406e-05,2.525454075e-05,5.4941836e-05,5.209597e-05,4.9852601e-05,3.443613e-05
2023-11-28,-7.023175017792986,112.7650311364311,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,8.6530046e-05,6.471642e-05,5.6526185e-05,4.833595e-05,4.0145715e-05,3.5771078e-05,3.5523422e-05,1.9084386e-05,4.93534205e-05,5.4941836e-05,5.209597e-05,3.4372974e-05
2023-11-29,-7.023175017792986,112.7650311364311,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,8.6530046e-05,6.471642e-05,5.6526185e-05,4.833595e-05,4.0145715e-05,3.5771078e-05,3.2710668e-05,4.3765005e-05,4.93534205e-05,5.4941836e-05,3.4309818e-05
2023-11-30,-7.023175017792986,112.7650311364311,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,8.6530046e-05,6.471642e-05,5.6526185e-05,4.833595e-05,4.0145715e-05,5.1260875e-05,3.759485025e-05,4.3765005e-05,4.93534205e-05,3.44441576e-05
2023-12-01,-7.023175017792986,112.7650311364311,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,8.6530046e-05,6.471642e-05,5.6526185e-05,4.833595e-05,5.7780406e-05,3.14246955e-05,3.759485025e-05,4.3765005e-05,3.45784972e-05
2023-12-02,-7.023175017792986,112.7650311364311,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,8.6530046e-05,6.471642e-05,5.6526185e-05,3.5523422e-05,2.525454075e-05,3.14246955e-05,3.759485025e-05,3.47128368e-05
2023-12-03,-7.023175017792986,112.7650311364311,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,8.6530046e-05,6.471642e-05,3.5771078e-05,1.9084386e-05,2.525454075e-05,3.14246955e-05,3.48471764e-05
2023-12-04,-7.023175017792986,112.7650311364311,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,8.6530046e-05,4.0145715e-05,3.2710668e-05,1.9084386e-05,2.525454075e-05,3.4981516e-05
2023-12-05,-7.023175017792986,112.7650311364311,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,4.833595e-05,5.1260875e-05,3.2710668e-05,1.9084386e-05,3.5329729e-05
2023-12-06,-7.023175017792986,112.7650311364311,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,5.6526185e-05,5.7780406e-05,5.1260875e-05,3.2710668e-05,3.5677942e-05
2023-12-07,-7.023175017792986,112.7650311364311,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,6.471642e-05,3.5523422e-05,5.7780406e-05,5.1260875e-05,0.00012722018
2023-12-08,-7.023175017792986,112.7650311364311,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,8.6530046e-05,3.5771078e-05,3.5523422e-05,5.7780406e-05,0.0001025842965
2023-12-09,-7.023175017792986,112.7650311364311,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,1.438927e-05,4.0145715e-05,3.5771078e-05,3.5523422e-05,7.7948413e-05
2023-12-10,-7.023175017792986,112.7650311364311,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,2.9600125e-05,4.833595e-05,4.0145715e-05,3.5771078e-05,5.3312529500000006e-05
2023-12-11,-7.023175017792986,112.7650311364311,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,3.8461367e-05,5.6526185e-05,4.833595e-05,4.0145715e-05,2.8676646e-05
2023-12-12,-7.023175017792986,112.7650311364311,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,3.6937075e-05,6.471642e-05,5.6526185e-05,4.833595e-05,3.621547e-05
2023-12-13,-7.023175017792986,112.7650311364311,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,2.98580415e-05,8.6530046e-05,6.471642e-05,5.6526185e-05,6.0223436e-05
2023-12-14,-7.023175017792986,112.7650311364311,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,2.2779008e-05,1.438927e-05,8.6530046e-05,6.471642e-05,5.2175024e-05
2023-12-15,-7.023175017792986,112.7650311364311,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,2.4134257e-05,2.9600125e-05,1.438927e-05,8.6530046e-05,4.4126612e-05
2023-12-16,-7.023175017792986,112.7650311364311,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,2.5489506e-05,3.8461367e-05,2.9600125e-05,1.438927e-05,3.60782e-05
2023-12-17,-7.023175017792986,112.7650311364311,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,2.6844755e-05,3.6937075e-05,3.8461367e-05,2.9600125e-05,3.329359e-05
2023-12-18,-7.023175017792986,112.7650311364311,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.44441576e-05,2.8200004e-05,2.98580415e-05,3.6937075e-05,3.8461367e-05,0.00011225123
2023-12-19,-7.023175017792986,112.7650311364311,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.45784972e-05,3.443613e-05,2.2779008e-05,2.98580415e-05,3.6937075e-05,5.2539235e-05
2023-12-20,-7.023175017792986,112.7650311364311,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.4372974e-05,2.4134257e-05,2.2779008e-05,2.98580415e-05,0.000106013445
2023-12-21,-7.023175017792986,112.7650311364311,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,3.4309818e-05,2.5489506e-05,2.4134257e-05,2.2779008e-05,1.9763216e-05
2023-12-22,-7.023175017792986,112.7650311364311,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.4981516e-05,3.44441576e-05,2.6844755e-05,2.5489506e-05,2.4134257e-05,3.3553322e-05
2023-12-23,-7.023175017792986,112.7650311364311,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.5329729e-05,3.45784972e-05,2.8200004e-05,2.6844755e-05,2.5489506e-05,2.666132e-05
2023-12-24,-7.023175017792986,112.7650311364311,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5677942e-05,3.47128368e-05,3.443613e-05,2.8200004e-05,2.6844755e-05,3.712616e-05
2023-12-25,-7.023175017792986,112.7650311364311,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.48471764e-05,3.4372974e-05,3.443613e-05,2.8200004e-05,4.559045466666667e-05
2023-12-26,-7.023175017792986,112.7650311364311,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,3.4981516e-05,3.4309818e-05,3.4372974e-05,3.443613e-05,5.405474933333333e-05
2023-12-27,-7.023175017792986,112.7650311364311,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,3.5329729e-05,3.44441576e-05,3.4309818e-05,3.4372974e-05,6.2519044e-05
2023-12-28,-7.023175017792986,112.7650311364311,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,3.5677942e-05,3.45784972e-05,3.44441576e-05,3.4309818e-05,5.8233057e-05
2023-12-29,-7.023175017792986,112.7650311364311,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,2.8676646e-05,0.00012722018,3.47128368e-05,3.45784972e-05,3.44441576e-05,5.394707e-05
2023-12-30,-7.023175017792986,112.7650311364311,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,0.0001025842965,3.48471764e-05,3.47128368e-05,3.45784972e-05,2.7633494e-05
2023-12-31,-7.023175017792986,112.7650311364311,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,6.0223436e-05,7.7948413e-05,3.4981516e-05,3.48471764e-05,3.47128368e-05,3.1509855e-05
2024-01-02,-7.023175017792986,112.7650311364311,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,5.3312529500000006e-05,3.5329729e-05,3.4981516e-05,3.48471764e-05,7.4491145e-05
2024-01-03,-7.023175017792986,112.7650311364311,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,4.4126612e-05,2.8676646e-05,3.5677942e-05,3.5329729e-05,3.4981516e-05,6.47682053857143e-05
2024-01-04,-7.023175017792986,112.7650311364311,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,3.60782e-05,3.621547e-05,0.00012722018,3.5677942e-05,3.5329729e-05,5.504526577142857e-05
2024-01-05,-7.023175017792986,112.7650311364311,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,3.329359e-05,6.0223436e-05,0.0001025842965,0.00012722018,3.5677942e-05,4.532232615714286e-05
2024-01-06,-7.023175017792986,112.7650311364311,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,0.00011225123,5.2175024e-05,7.7948413e-05,0.0001025842965,0.00012722018,3.5599386542857146e-05
2024-01-07,-7.023175017792986,112.7650311364311,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.2539235e-05,4.4126612e-05,5.3312529500000006e-05,7.7948413e-05,0.0001025842965,2.587644692857143e-05
2024-01-08,-7.023175017792986,112.7650311364311,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,0.000106013445,3.60782e-05,2.8676646e-05,5.3312529500000006e-05,7.7948413e-05,1.615350731428572e-05
2024-01-09,-7.023175017792986,112.7650311364311,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,3.329359e-05,3.621547e-05,2.8676646e-05,5.3312529500000006e-05,6.4305677e-06
2024-01-10,-7.023175017792986,112.7650311364311,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,3.3553322e-05,0.00011225123,6.0223436e-05,3.621547e-05,2.8676646e-05,1.2192397e-05
2024-01-11,-7.023175017792986,112.7650311364311,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,5.2539235e-05,5.2175024e-05,6.0223436e-05,3.621547e-05,7.4190702e-06
2024-01-12,-7.023175017792986,112.7650311364311,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,0.000106013445,4.4126612e-05,5.2175024e-05,6.0223436e-05,6.3763655e-05
2024-01-13,-7.023175017792986,112.7650311364311,6.3763655e-05,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,4.559045466666667e-05,1.9763216e-05,3.60782e-05,4.4126612e-05,5.2175024e-05,1.0959832e-05
2024-01-14,-7.023175017792986,112.7650311364311,1.0959832e-05,6.3763655e-05,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,5.405474933333333e-05,3.3553322e-05,3.329359e-05,3.60782e-05,4.4126612e-05,5.4239197e-05
2024-01-15,-7.023175017792986,112.7650311364311,5.4239197e-05,1.0959832e-05,6.3763655e-05,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,6.2519044e-05,2.666132e-05,0.00011225123,3.329359e-05,3.60782e-05,6.11834335e-05
2024-01-16,-7.023175017792986,112.7650311364311,6.11834335e-05,5.4239197e-05,1.0959832e-05,6.3763655e-05,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,5.8233057e-05,3.712616e-05,5.2539235e-05,0.00011225123,3.329359e-05,6.812767e-05
2024-01-17,-7.023175017792986,112.7650311364311,6.812767e-05,6.11834335e-05,5.4239197e-05,1.0959832e-05,6.3763655e-05,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.394707e-05,4.559045466666667e-05,0.000106013445,5.2539235e-05,0.00011225123,6.381306222222223e-05
2024-01-18,-7.023175017792986,112.7650311364311,6.381306222222223e-05,6.812767e-05,6.11834335e-05,5.4239197e-05,1.0959832e-05,6.3763655e-05,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,2.7633494e-05,5.405474933333333e-05,1.9763216e-05,0.000106013445,5.2539235e-05,5.949845444444444e-05
2024-01-19,-7.023175017792986,112.7650311364311,5.949845444444444e-05,6.381306222222223e-05,6.812767e-05,6.11834335e-05,5.4239197e-05,1.0959832e-05,6.3763655e-05,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,3.1509855e-05,6.2519044e-05,3.3553322e-05,1.9763216e-05,0.000106013445,5.518384666666667e-05
2024-01-20,-7.023175017792986,112.7650311364311,5.518384666666667e-05,5.949845444444444e-05,6.381306222222223e-05,6.812767e-05,6.11834335e-05,5.4239197e-05,1.0959832e-05,6.3763655e-05,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,7.4491145e-05,5.8233057e-05,2.666132e-05,3.3553322e-05,1.9763216e-05,5.0869238888888885e-05
2024-01-21,-7.023175017792986,112.7650311364311,5.0869238888888885e-05,5.518384666666667e-05,5.949845444444444e-05,6.381306222222223e-05,6.812767e-05,6.11834335e-05,5.4239197e-05,1.0959832e-05,6.3763655e-05,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,6.47682053857143e-05,5.394707e-05,3.712616e-05,2.666132e-05,3.3553322e-05,4.6554631111111113e-05
2024-01-22,-7.023175017792986,112.7650311364311,4.6554631111111113e-05,5.0869238888888885e-05,5.518384666666667e-05,5.949845444444444e-05,6.381306222222223e-05,6.812767e-05,6.11834335e-05,5.4239197e-05,1.0959832e-05,6.3763655e-05,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,5.504526577142857e-05,2.7633494e-05,4.559045466666667e-05,3.712616e-05,2.666132e-05,4.2240023333333335e-05
2024-01-23,-7.023175017792986,112.7650311364311,4.2240023333333335e-05,4.6554631111111113e-05,5.0869238888888885e-05,5.518384666666667e-05,5.949845444444444e-05,6.381306222222223e-05,6.812767e-05,6.11834335e-05,5.4239197e-05,1.0959832e-05,6.3763655e-05,7.4190702e-06,1.2192397e-05,6.4305677e-06,1.615350731428572e-05,2.587644692857143e-05,3.5599386542857146e-05,4.532232615714286e-05,3.1509855e-05,5.405474933333333e-05,4.559045466666667e-05,3.712616e-05,3.792541555555556e-05
