Time,Latitude (y),Longitude (x),NO2
2021-01-01 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-02 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-03 00:00:00,-7.023175017792986,112.7650311364311,3.4394867e-05
2021-01-04 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-05 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-06 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-07 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-08 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-09 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-10 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-11 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-12 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-13 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-14 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-15 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-16 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-17 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-18 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-19 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-20 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-21 00:00:00,-7.023175017792986,112.7650311364311,1.3740823e-05
2021-01-22 00:00:00,-7.023175017792986,112.7650311364311,4.5517118e-05
2021-01-23 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-24 00:00:00,-7.023175017792986,112.7650311364311,2.197333e-05
2021-01-25 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-26 00:00:00,-7.023175017792986,112.7650311364311,1.966645e-05
2021-01-27 00:00:00,-7.023175017792986,112.7650311364311,2.7700857e-05
2021-01-28 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-29 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-30 00:00:00,-7.023175017792986,112.7650311364311,--
2021-01-31 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-01 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-02 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-03 00:00:00,-7.023175017792986,112.7650311364311,3.7762977e-05
2021-02-04 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-05 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-06 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-07 00:00:00,-7.023175017792986,112.7650311364311,6.101587e-06
2021-02-08 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-09 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-10 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-11 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-12 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-13 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-14 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-15 00:00:00,-7.023175017792986,112.7650311364311,2.5873162e-05
2021-02-16 00:00:00,-7.023175017792986,112.7650311364311,2.711158e-05
2021-02-17 00:00:00,-7.023175017792986,112.7650311364311,2.9023888e-05
2021-02-18 00:00:00,-7.023175017792986,112.7650311364311,2.3528062e-05
2021-02-19 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-20 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-21 00:00:00,-7.023175017792986,112.7650311364311,1.5125945e-05
2021-02-22 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-23 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-24 00:00:00,-7.023175017792986,112.7650311364311,--
2021-02-25 00:00:00,-7.023175017792986,112.7650311364311,1.14319155e-05
2021-02-26 00:00:00,-7.023175017792986,112.7650311364311,2.061525e-05
2021-02-27 00:00:00,-7.023175017792986,112.7650311364311,2.7104166e-05
2021-02-28 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-01 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-02 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-03 00:00:00,-7.023175017792986,112.7650311364311,2.563253e-05
2021-03-04 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-05 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-06 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-07 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-08 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-09 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-10 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-11 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-12 00:00:00,-7.023175017792986,112.7650311364311,6.403906e-05
2021-03-13 00:00:00,-7.023175017792986,112.7650311364311,2.3959183e-05
2021-03-14 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-15 00:00:00,-7.023175017792986,112.7650311364311,1.8755863e-05
2021-03-16 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-17 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-18 00:00:00,-7.023175017792986,112.7650311364311,1.0418358e-05
2021-03-19 00:00:00,-7.023175017792986,112.7650311364311,1.9574203e-05
2021-03-20 00:00:00,-7.023175017792986,112.7650311364311,2.835425e-05
2021-03-21 00:00:00,-7.023175017792986,112.7650311364311,3.1812644e-05
2021-03-22 00:00:00,-7.023175017792986,112.7650311364311,2.8925318e-05
2021-03-23 00:00:00,-7.023175017792986,112.7650311364311,7.045191e-05
2021-03-24 00:00:00,-7.023175017792986,112.7650311364311,3.59101e-05
2021-03-25 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-26 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-27 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-28 00:00:00,-7.023175017792986,112.7650311364311,4.2263426e-05
2021-03-29 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-30 00:00:00,-7.023175017792986,112.7650311364311,--
2021-03-31 00:00:00,-7.023175017792986,112.7650311364311,1.3714546e-05
2021-04-01 00:00:00,-7.023175017792986,112.7650311364311,1.9238554e-05
2021-04-02 00:00:00,-7.023175017792986,112.7650311364311,5.3621327e-05
2021-04-03 00:00:00,-7.023175017792986,112.7650311364311,1.98245e-05
2021-04-04 00:00:00,-7.023175017792986,112.7650311364311,4.634978e-05
